26岁,168cm,大专,2000-5000,河南省,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,河南省,不限,不限
32岁,178cm,硕士,20000-50000,陕西省,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,陕西省,不限,不限
30岁,164cm,硕士,20000-50000,福建省,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",30 - 40岁,170 - 190cm,不限,不限,福建省,不限,不限
33岁,170cm,大专,2000-5000,贵州省,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,贵州省,不限,不限
28岁,162cm,大专,2000以下,吉林省,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",26 - 34岁,162 - 187cm,不限,不限,吉林省,不限,不限
36岁,169cm,大专,2000-5000,辽宁省,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",35 - 45岁,170 - 190cm,不限,不限,辽宁省,不限,不限
27岁,164cm,大专,2000-5000,黑龙江省,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
33岁,165cm,大专,2000-5000,湖南省,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,湖南省,不限,不限
52岁,175cm,初中,20000-50000,上海市,未婚,已购房(无贷款),"
                    我想要的未来，有房子住，不用多大，最好窗外有阳光；早晚有酸奶，一天能吃上苹果，有锅给我煮汤，偶尔能逛逛公园，一年能陪爸妈几次；有工作，有本，有单反，有书看，有歌听；朋友偶尔奔过来聚一起，偶尔能到处走走，有这样，就很幸福了。				",51 - 61岁,170 - 190cm,不限,不限,上海市,不限,不限
36岁,160cm,大专,2000-5000,辽宁省,未婚,已购房(有贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",36 - 46岁,170 - 190cm,不限,不限,辽宁省,不限,不限
28岁,160cm,大专,2000-5000,湖南省,未婚,租房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",27 - 37岁,170 - 190cm,不限,不限,湖南省,不限,不限
29岁,165cm,本科,5000-10000,天津市,未婚,住单位房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",28 - 38岁,170 - 190cm,不限,不限,天津市,不限,不限
51岁,163cm,博士,>50000,江苏省,未婚,需要时购置,"
                    岁月在流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯浓浓的咖啡，露台上的两把藤椅上两个慢慢老去的爱人，迟暮但安详。 伽				",50 - 60岁,170 - 190cm,不限,不限,江苏省,不限,不限
27岁,160cm,大专,2000-5000,河北省,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,河北省,不限,不限
51岁,160cm,大专,2000-5000,甘肃省,离异,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",50 - 58岁,160 - 185cm,不限,不限,甘肃省,不限,不限
20岁,160cm,高中,2000-5000,辽宁省,未婚,以后告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",19 - 27岁,160 - 185cm,不限,不限,辽宁省,不限,不限
78岁,168cm,中专/职高/技校,5000-10000,福建省,未婚,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",23 - 34岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",福建省,不限,不限
59岁,151cm,博士,2000-5000,西藏自治区,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",23 - 34岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",西藏自治区,不限,不限
34岁,179cm,高中,5000-10000,青海省,未婚,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",32 - 40岁,179 - 204cm,不限,不限,青海省,不限,不限
26岁,159cm,大专,5000-10000,台湾省,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",25 - 33岁,159 - 184cm,不限,不限,台湾省,不限,不限
33岁,180cm,高中,2000-5000,台湾省,未婚,以后告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",31 - 39岁,180 - 205cm,不限,不限,台湾省,不限,不限
31岁,168cm,高中,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",30 - 38岁,168 - 193cm,不限,不限,台湾省,不限,不限
36岁,175cm,高中,5000-10000,台湾省,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",34 - 42岁,175 - 200cm,不限,不限,台湾省,不限,不限
24岁,159cm,大专,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",23 - 31岁,159 - 184cm,不限,不限,澳门特别行政区,不限,不限
31岁,163cm,大专,5000-10000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",29 - 37岁,163 - 188cm,不限,不限,台湾省,不限,不限
26岁,162cm,本科,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",25 - 33岁,162 - 187cm,不限,不限,澳门特别行政区,不限,不限
23岁,163cm,本科,10000-20000,台湾省,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",21 - 29岁,163 - 188cm,不限,不限,台湾省,不限,不限
72岁,168cm,初中,2000以下,以后告诉你,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",27 - 38岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限
23岁,165cm,大专,5000-10000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",22 - 30岁,165 - 190cm,不限,不限,台湾省,不限,不限
24岁,170cm,大专,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",22 - 30岁,170 - 195cm,不限,不限,澳门特别行政区,不限,不限
22岁,167cm,高中,10000-20000,西藏自治区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",21 - 29岁,167 - 192cm,不限,不限,西藏自治区,不限,不限
22岁,167cm,本科,10000-20000,澳门特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",21 - 29岁,167 - 192cm,不限,不限,澳门特别行政区,不限,不限
22岁,162cm,高中,10000-20000,香港特别行政区,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,162 - 187cm,不限,不限,香港特别行政区,不限,不限
22岁,166cm,大专,5000-10000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,166 - 191cm,不限,不限,台湾省,不限,不限
31岁,161cm,本科,5000-10000,西藏自治区,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",30 - 38岁,161 - 186cm,不限,不限,西藏自治区,不限,不限
24岁,159cm,高中,5000-10000,台湾省,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",22 - 30岁,159 - 184cm,不限,不限,台湾省,不限,不限
24岁,163cm,本科,10000-20000,西藏自治区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",22 - 30岁,163 - 188cm,不限,不限,西藏自治区,不限,不限
30岁,163cm,大专,2000-5000,吉林省,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",29 - 39岁,170 - 190cm,不限,不限,吉林省,不限,不限
27岁,167cm,大专,2000-5000,安徽省,未婚,租房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,安徽省,不限,不限
28岁,161cm,高中,5000-10000,内蒙古自治区,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",28 - 38岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
30岁,166cm,本科,10000-20000,浙江省,未婚,已购房(有贷款),"
                    希望在百合遇见最好的归宿，如果你符合我的择偶要求，可以联系我。				",35 - 49岁,166 - 191cm,不限,>50000,浙江省,不限,不限
32岁,164cm,大专,2000-5000,江西省,未婚,住单位房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,江西省,不限,不限
33岁,165cm,大专,2000-5000,黑龙江省,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",33 - 43岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
29岁,170cm,大专,2000-5000,吉林省,未婚,租房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",29 - 39岁,170 - 190cm,不限,不限,吉林省,不限,不限
60岁,161cm,大专,20000-50000,河北省,未婚,已购房(有贷款),"
                    我想有这么一个男人，他不一定很高很帅，但是会让我把以后的时光放心的交给他；他不一定很有钱，但是会让我每天回家后吃上热热的饭菜；他不一定会很早计划好我们的未来，但是会在某天深情的对我说，我最爱的丫头，我们是时候该有个家了。 佳				",60 - 70岁,170 - 190cm,不限,不限,河北省,不限,不限
26岁,160cm,本科,5000-10000,内蒙古自治区,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
27岁,163cm,本科,5000-10000,内蒙古自治区,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
23岁,163cm,大专,20000-50000,江苏省,未婚,住单位房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",23 - 33岁,170 - 190cm,不限,不限,江苏省,不限,不限
29岁,163cm,大专,2000-5000,河北省,未婚,已购房(无贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",28 - 38岁,170 - 190cm,不限,不限,河北省,不限,不限
33岁,166cm,大专,2000-5000,山西省,未婚,已购房(无贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,山西省,不限,不限
33岁,167cm,大专,2000-5000,内蒙古自治区,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",32 - 42岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
27岁,166cm,大专,2000-5000,山东省,未婚,租房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",27 - 37岁,170 - 190cm,不限,不限,山东省,不限,不限
34岁,165cm,大专,2000-5000,安徽省,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",33 - 43岁,170 - 190cm,不限,不限,安徽省,不限,不限
26岁,178cm,大专,5000-10000,江苏省,未婚,已购房(无贷款),"
                    你当我是个风筝，要不把我放了，要不然收好带回家，别用一条看不见的情思拴着我，让我心伤。 珈				",25 - 35岁,170 - 190cm,不限,不限,江苏省,不限,不限
32岁,169cm,大专,2000-5000,内蒙古自治区,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",31 - 41岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
34岁,162cm,大专,2000-5000,河北省,未婚,已购房(有贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",34 - 44岁,170 - 190cm,不限,不限,河北省,不限,不限
51岁,160cm,高中,2000以下,黑龙江省,未婚,已购房(无贷款),"
                    我是烟，谁能将我的心事读懂？今生种种皆是前生因果，你我的相遇又是前生怎样的缘分。我想我的你可以与我一直不说话也不会觉得尴尬、只是幸福着的感受着。 嫁				",51 - 61岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
44岁,172cm,大专,10000-20000,内蒙古自治区,未婚,租房,"
                    也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻，我想留下来被你生活。 价				",44 - 54岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
27岁,170cm,大专,2000-5000,江西省,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",26 - 36岁,170 - 190cm,不限,不限,江西省,不限,不限
34岁,169cm,大专,2000-5000,河北省,未婚,已购房(有贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",33 - 43岁,170 - 190cm,不限,不限,河北省,不限,不限
